LinkID,111_IN,111_OUT,112_IN,112_OUT,121_IN,121_OUT,285_IN,285_OUT,286_IN,286_OUT,287_IN,287_OUT,288_IN,288_OUT,289_IN,289_OUT,290_IN,290_OUT,291_IN,291_OUT,292_IN,292_OUT,293_IN,293_OUT,299_IN,299_OUT,300_IN,300_OUT,301_IN,301_OUT,303_IN,303_OUT,5001_IN,5001_OUT,5002_IN,5002_OUT,5003_IN,5003_OUT,5004_IN,5004_OUT,5005_IN,5005_OUT,5006_IN,5006_OUT,5007_IN,5007_OUT,5009_IN,5009_OUT,5010_IN,5010_OUT,5011_IN,5011_OUT,5012_IN,5012_OUT,5013_IN,5013_OUT,5015_IN,5015_OUT,5016_IN,5016_OUT,5017_IN,5017_OUT,5021_OUT,5023_IN,5023_OUT,5025_OUT,5026_IN,5026_OUT,5027_IN,5027_OUT,5028_IN,5028_OUT,5031_IN,5031_OUT,5032_IN,5032_OUT,5034_IN,5034_OUT,5035_IN,5035_OUT,5036_IN,5036_OUT,5038_IN,5038_OUT,5040_IN,5040_OUT,5041_IN,5041_OUT,5042_IN,5042_OUT,5043_IN,5043_OUT,5044_IN,5044_OUT,5045_IN,5046_IN,9712_IN,9712_OUT
10065-14331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10065-303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10065-5040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10066-11151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10066-11579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10067-10297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10067-10311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10067-11152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10067-11383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.873455047607422,0.0,37.48659896850586,0.0,43.48419189453125,0.0,43.48419189453125,0.0,58.29801940917969,0.0,73.11184692382812,0.0,73.11184692382812,0.0,73.11184692382812,0.0,36.55592346191406,0.0,73.11184692382812,0.0,54.833885192871094,0.0,54.833885192871094,0.0,18.27796173095703,0.0,18.27796173095703,0.0,18.27796173095703,0.0,18.27796173095703,0.0,18.27796173095703,3.702667713165283,18.27796173095703,3.702667713165283,18.27796173095703,3.702667713165283,18.27796173095703,3.702667713165283,18.27796173095703,3.702667713165283,18.27796173095703,9.853867530822754,18.27796173095703,21.92081069946289,18.27796173095703,21.92081069946289,18.27796173095703,21.92081069946289,18.27796173095703,21.92081069946289,18.27796173095703,21.92081069946289,21.92081069946289,18.27796173095703,21.921327590942383,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,18.27796173095703,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,21.921327590942383,43.842655181884766,43.842655181884766
10297-10067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6879827976226807,0.0,20.12928605079651,0.0,21.921737670898438,0.0,21.921737670898438,0.0,30.748884201049805,0.0,39.57603073120117,0.0,39.57603073120117,0.0,39.57603073120117,0.0,19.788015365600586,0.0,39.57603073120117,0.0,29.68202304840088,0.0,29.68202304840088,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,0.0,9.894007682800293,12.06694221496582,9.894007682800293,12.06694221496582,9.894007682800293,12.06694221496582,9.894007682800293,12.06694221496582,9.894007682800293,12.06694221496582,12.06694221496582,9.894007682800293,12.067460060119629,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,9.894007682800293,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,12.067460060119629,24.134920120239258,24.134920120239258
10297-10305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10297-5012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302-11155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302-5013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017285238951444626,0.0,0.0691409558057785,0.0,0.03457047790288925,0.0,0.0691409632563591,0.0,0.051855722442269325,0.0,0.051855722442269325,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.017285240814089775,0.0,0.14272233843803406,0.0,0.14272233843803406,0.0,0.14272233843803406,2.295492172241211,0.14272233843803406,2.295492172241211,0.14272233843803406,2.295492172241211,0.14272233843803406,2.295492172241211,0.14272233843803406,0.14272233843803406,2.295492172241211,0.14272233843803406,2.172502040863037,2.295492172241211,2.172502040863037,2.295492172241211,2.172502040863037,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,2.295492172241211,4.590984344482422,4.590984344482422
10302-5035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7133348592324182e-05,0.0,1.7133348592324182e-05,0.0,1.7133348592324182e-05,0.0,1.7133348592324182e-05,0.0,1.7133348592324182e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,1.713335223030299e-05,0.0,1.713335223030299e-05,1.713335223030299e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,0.0,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,1.713335223030299e-05,3.426670446060598e-05,3.426670446060598e-05
10302-5041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32923874258995056,0.0,1.3169549703598022,0.0,0.6584774851799011,0.0,1.3169549703598022,0.0,0.9877162277698517,0.0,0.9877162277698517,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.32923874258995056,0.0,0.8555729389190674,0.0,0.8555729389190674,0.0,0.8555729389190674,0.0,0.8555729389190674,0.0,0.8555729389190674,0.0,0.8555729389190674,0.0,0.8555729389190674,0.8555729389190674,0.0,0.8555729389190674,15.758647918701172,0.0,15.758647918701172,0.0,15.758647918701172,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,0.0,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,16.51914405822754,33.03828811645508,33.03828811645508
10304-11086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.42823028564453,0.0,63.237640380859375,0.0,63.237640380859375,0.0,63.237640380859375,0.0,64.14629554748535,0.0,66.87226104736328,0.0,34.55289840698242,0.0,71.0269775390625,0.0,116.56371688842773,0.0,116.56371688842773,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,38.85457229614258,8.140530586242676,39.22946548461914,8.140530586242676,39.22946548461914,8.140530586242676,39.22946548461914,8.140530586242676,39.22946548461914,256.00689697265625,39.22946548461914,256.00689697265625,43.22500991821289,256.00689697265625,43.22500991821289,43.22500991821289,256.00689697265625,43.22500991821289,233.60867309570312,256.00689697265625,233.60867309570312,256.00689697265625,233.60867309570312,256.00689697265625,235.38267517089844,256.00689697265625,250.58265686035156,256.00689697265625,250.599853515625,256.00689697265625,255.9796600341797,256.00689697265625,255.9796600341797,256.00689697265625,255.9796600341797,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,256.00689697265625,512.0137939453125,512.0137939453125
10304-112,0.0,0.0,4.013085842132568,0.0,4.013085842132568,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,8.026171684265137,0.0,4.013085842132568,0.0,8.026171684265137,0.0,6.0196287631988525,0.15039052069187164,6.0196287631988525,0.15039052069187164,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.050130173563957214,2.006542921066284,0.07118391990661621,2.006542921066284,0.07118391990661621,0.07118391990661621,2.006542921066284,0.07118391990661621,1.9717233180999756,2.006542921066284,1.9717233180999756,2.006542921066284,1.9717233180999756,2.006542921066284,1.9717233180999756,2.006542921066284,1.9717233180999756,2.006542921066284,1.971753478050232,2.006542921066284,2.0063889026641846,2.006542921066284,2.0063889026641846,2.006542921066284,2.0063889026641846,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,2.006542921066284,4.013085842132568,4.013085842132568
10304-14021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10304-5027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7759509682655334,0.0,3.701267957687378,0.0,3.701267957687378,0.0,3.701267957687378,0.0,3.926498234272003,0.0,4.602189064025879,0.0,2.3011138439178467,0.0,4.618955612182617,0.0,9.79369068145752,0.0,9.79369068145752,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.26456356048584,0.0,3.335134983062744,0.0,3.335134983062744,0.0,3.335134983062744,0.0,3.335134983062744,0.0,3.335134983062744,0.0,3.339618444442749,0.0,3.339618444442749,3.339618444442749,0.0,3.339618444442749,61.948604583740234,0.0,61.948604583740234,63.67751693725586,61.948604583740234,63.67751693725586,63.674442291259766,63.67751693725586,63.67539978027344,63.67751693725586,63.67646408081055,63.67751693725586,63.67657470703125,63.67751693725586,63.67657470703125,63.67751693725586,63.67657470703125,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,63.67751693725586,127.35503387451172,127.35503387451172
10305-10297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001447300601284951,0.0,0.0007877194293541834,0.0,0.0008573191589675844,0.0,0.0008573191589675844,0.0,0.0011945269361604005,0.0,0.0015317347133532166,0.0,0.0015317347133532166,0.0,0.0015317347133532166,0.0,0.0007658673566766083,0.0,0.0015317347133532166,0.0,0.0011488010350149125,0.0,0.0011488010350149125,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.00038293367833830416,0.0,0.0,0.00038293367833830416,0.0005184132605791092,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.00038293367833830416,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0005184132605791092,0.0010368265211582184,0.0010368265211582184
10305-12275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10305-5023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311-10067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1854724884033203,0.0,17.357311725616455,0.0,21.56245231628418,0.0,21.56245231628418,0.0,27.5491361618042,0.0,33.53582000732422,0.0,33.53582000732422,0.0,33.53582000732422,0.0,16.76791000366211,0.0,33.53582000732422,0.0,25.151865005493164,0.0,25.151865005493164,0.0,8.383955001831055,0.0,8.383955001831055,0.0,8.383955001831055,0.0,8.383955001831055,0.0,8.383955001831055,3.702667713165283,8.383955001831055,3.702667713165283,8.383955001831055,3.702667713165283,8.383955001831055,3.702667713165283,8.383955001831055,3.702667713165283,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,9.853867530822754,8.383955001831055,9.853867530822754,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,8.383955001831055,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,9.853867530822754,19.707735061645508,19.707735061645508
10311-303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311-5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
